client,order_date,orders_count,rolling_90d_avg,spike_flag
Taxify LLP,2025-06-27,1,1.338235294117647,False
Taxify LLP,2025-07-02,1,1.3333333333333333,False
Taxify LLP,2025-07-23,1,1.3285714285714285,False
Taxify LLP,2025-07-24,2,1.3380281690140845,False
Taxify LLP,2025-07-28,1,1.3333333333333333,False
Taxify LLP,2025-07-29,2,1.3424657534246576,False
Taxify LLP,2025-07-30,1,1.337837837837838,False
Taxify LLP,2025-08-01,1,1.3333333333333333,False
Taxify LLP,2025-08-05,1,1.3289473684210527,False
Taxify LLP,2025-08-06,1,1.3246753246753247,False
Taxify LLP,2025-08-08,2,1.3333333333333333,False
Taxify LLP,2025-08-09,1,1.3291139240506329,False
Taxify LLP,2025-08-11,1,1.325,False
Taxify LLP,2025-08-12,1,1.3209876543209877,False
Taxify LLP,2025-08-18,1,1.3170731707317074,False
Taxify LLP,2025-08-26,1,1.3132530120481927,False
Taxify LLP,2025-08-28,1,1.3095238095238095,False
Taxify LLP,2025-08-29,1,1.3058823529411765,False
Taxify LLP,2025-08-30,1,1.302325581395349,False
Taxify LLP,2025-08-31,1,1.2988505747126438,False
