device_id,client,client_type,location,model,is_color,toner_color,toner_model,toner_yield,is_ricoh,integrated_fastaf,base_daily_pages,color_fraction
KROGER-1016,Kroger,retail,Kroger Site 17,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1166.64,0.25
KROGER-1016,Kroger,retail,Kroger Site 17,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1166.64,0.25
KROGER-1016,Kroger,retail,Kroger Site 17,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1166.64,0.25
KROGER-1016,Kroger,retail,Kroger Site 17,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1166.64,0.25
KROGER-1017,Kroger,retail,Kroger Site 18,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,961.09,0.25
KROGER-1017,Kroger,retail,Kroger Site 18,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,961.09,0.25
KROGER-1017,Kroger,retail,Kroger Site 18,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,961.09,0.25
KROGER-1017,Kroger,retail,Kroger Site 18,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,961.09,0.25
KROGER-1018,Kroger,retail,Kroger Site 19,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1028.47,0.25
KROGER-1018,Kroger,retail,Kroger Site 19,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1028.47,0.25
KROGER-1018,Kroger,retail,Kroger Site 19,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1028.47,0.25
KROGER-1018,Kroger,retail,Kroger Site 19,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1028.47,0.25
KROGER-1019,Kroger,retail,Kroger Site 20,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,299.38,0.0
KROGER-1020,Kroger,retail,Kroger Site 21,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1910.52,0.25
KROGER-1020,Kroger,retail,Kroger Site 21,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1910.52,0.25
KROGER-1020,Kroger,retail,Kroger Site 21,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1910.52,0.25
KROGER-1020,Kroger,retail,Kroger Site 21,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1910.52,0.25
KROGER-1021,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,974.35,0.25
KROGER-1021,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,974.35,0.25
KROGER-1021,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,974.35,0.25
KROGER-1021,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,974.35,0.25
KROGER-1022,Kroger,retail,Kroger Site 23,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,763.65,0.25
KROGER-1022,Kroger,retail,Kroger Site 23,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,763.65,0.25
KROGER-1022,Kroger,retail,Kroger Site 23,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,763.65,0.25
KROGER-1022,Kroger,retail,Kroger Site 23,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,763.65,0.25
KROGER-1023,Kroger,retail,Kroger Site 24,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,1241.34,0.0
KROGER-1024,Kroger,retail,Kroger Site 25,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,890.6,0.25
KROGER-1024,Kroger,retail,Kroger Site 25,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,890.6,0.25
KROGER-1024,Kroger,retail,Kroger Site 25,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,890.6,0.25
KROGER-1024,Kroger,retail,Kroger Site 25,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,890.6,0.25
KROGER-1025,Kroger,retail,Kroger Site 26,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,308.6,0.0
KROGER-1026,Kroger,retail,Kroger Site 27,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,468.82,0.0
KROGER-1027,Kroger,retail,Kroger Site 28,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,324.59,0.25
KROGER-1027,Kroger,retail,Kroger Site 28,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,324.59,0.25
KROGER-1027,Kroger,retail,Kroger Site 28,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,324.59,0.25
KROGER-1027,Kroger,retail,Kroger Site 28,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,324.59,0.25
KROGER-1028,Kroger,retail,Kroger Site 29,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,838.89,0.0
KROGER-1029,Kroger,retail,Kroger Site 30,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,753.63,0.25
KROGER-1029,Kroger,retail,Kroger Site 30,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,753.63,0.25
KROGER-1029,Kroger,retail,Kroger Site 30,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,753.63,0.25
KROGER-1029,Kroger,retail,Kroger Site 30,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,753.63,0.25
KROGER-1030,Kroger,retail,Kroger Site 31,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,409.65,0.0
KROGER-1031,Kroger,retail,Kroger Site 32,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,846.67,0.0
KROGER-1032,Kroger,retail,Kroger Site 33,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,432.39,0.25
KROGER-1032,Kroger,retail,Kroger Site 33,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,432.39,0.25
KROGER-1032,Kroger,retail,Kroger Site 33,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,432.39,0.25
KROGER-1032,Kroger,retail,Kroger Site 33,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,432.39,0.25
KROGER-1033,Kroger,retail,Kroger Site 34,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,683.0,0.0
KROGER-1034,Kroger,retail,Kroger Site 35,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,241.42,0.0
KROGER-1035,Kroger,retail,Kroger Site 36,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,674.75,0.25
KROGER-1035,Kroger,retail,Kroger Site 36,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,674.75,0.25
KROGER-1035,Kroger,retail,Kroger Site 36,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,674.75,0.25
KROGER-1035,Kroger,retail,Kroger Site 36,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,674.75,0.25
KROGER-1036,Kroger,retail,Kroger Site 37,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,528.7,0.25
KROGER-1036,Kroger,retail,Kroger Site 37,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,528.7,0.25
KROGER-1036,Kroger,retail,Kroger Site 37,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,528.7,0.25
KROGER-1036,Kroger,retail,Kroger Site 37,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,528.7,0.25
KROGER-1037,Kroger,retail,Kroger Site 38,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1754.97,0.25
KROGER-1037,Kroger,retail,Kroger Site 38,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1754.97,0.25
KROGER-1037,Kroger,retail,Kroger Site 38,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1754.97,0.25
KROGER-1037,Kroger,retail,Kroger Site 38,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1754.97,0.25
KROGER-1038,Kroger,retail,Kroger Site 39,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,1117.43,0.0
KROGER-1039,Kroger,retail,Kroger Site 40,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,783.74,0.25
KROGER-1039,Kroger,retail,Kroger Site 40,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,783.74,0.25
KROGER-1039,Kroger,retail,Kroger Site 40,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,783.74,0.25
KROGER-1039,Kroger,retail,Kroger Site 40,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,783.74,0.25
KROGER-1040,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1326.96,0.25
KROGER-1040,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1326.96,0.25
KROGER-1040,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1326.96,0.25
KROGER-1040,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1326.96,0.25
KROGER-1041,Kroger,retail,Kroger Site 42,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,513.02,0.0
KROGER-1042,Kroger,retail,Kroger Site 43,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1173.73,0.25
KROGER-1042,Kroger,retail,Kroger Site 43,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1173.73,0.25
KROGER-1042,Kroger,retail,Kroger Site 43,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1173.73,0.25
KROGER-1042,Kroger,retail,Kroger Site 43,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1173.73,0.25
KROGER-1043,Kroger,retail,Kroger Site 44,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,647.77,0.25
KROGER-1043,Kroger,retail,Kroger Site 44,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,647.77,0.25
KROGER-1043,Kroger,retail,Kroger Site 44,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,647.77,0.25
KROGER-1043,Kroger,retail,Kroger Site 44,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,647.77,0.25
KROGER-1044,Kroger,retail,Kroger Site 45,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,278.38,0.0
KROGER-1045,Kroger,retail,Kroger Site 46,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,268.02,0.0
KROGER-1046,Kroger,retail,Kroger Site 47,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,642.63,0.0
KROGER-1047,Kroger,retail,Kroger Site 48,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,1354.73,0.0
KROGER-1048,Kroger,retail,Kroger Site 49,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,614.05,0.0
KROGER-1049,Kroger,retail,Kroger Site 50,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,717.84,0.25
KROGER-1049,Kroger,retail,Kroger Site 50,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,717.84,0.25
KROGER-1049,Kroger,retail,Kroger Site 50,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,717.84,0.25
KROGER-1049,Kroger,retail,Kroger Site 50,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,717.84,0.25
KROGER-1050,Kroger,retail,Kroger Site 51,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,1184.56,0.0
KROGER-1051,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1011.41,0.25
KROGER-1051,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1011.41,0.25
KROGER-1051,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1011.41,0.25
KROGER-1051,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1011.41,0.25
KROGER-1052,Kroger,retail,Kroger Site 53,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,574.15,0.0
KROGER-1053,Kroger,retail,Kroger Site 54,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1018.39,0.25
KROGER-1053,Kroger,retail,Kroger Site 54,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1018.39,0.25
KROGER-1053,Kroger,retail,Kroger Site 54,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1018.39,0.25
KROGER-1053,Kroger,retail,Kroger Site 54,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1018.39,0.25
KROGER-1054,Kroger,retail,Kroger Site 55,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,522.89,0.0
KROGER-1055,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,790.81,0.25
KROGER-1055,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,790.81,0.25
KROGER-1055,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,790.81,0.25
KROGER-1055,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,790.81,0.25
KROGER-1056,Kroger,retail,Kroger Site 57,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,476.56,0.25
KROGER-1056,Kroger,retail,Kroger Site 57,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,476.56,0.25
KROGER-1056,Kroger,retail,Kroger Site 57,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,476.56,0.25
KROGER-1056,Kroger,retail,Kroger Site 57,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,476.56,0.25
KROGER-1057,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1139.16,0.25
KROGER-1057,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1139.16,0.25
KROGER-1057,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1139.16,0.25
KROGER-1057,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1139.16,0.25
KROGER-1058,Kroger,retail,Kroger Site 59,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,530.81,0.0
KROGER-1059,Kroger,retail,Kroger Site 60,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,888.52,0.0
KROGER-1060,Kroger,retail,Kroger Site 61,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,475.7,0.0
KROGER-1061,Kroger,retail,Kroger Site 62,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,385.47,0.25
KROGER-1061,Kroger,retail,Kroger Site 62,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,385.47,0.25
KROGER-1061,Kroger,retail,Kroger Site 62,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,385.47,0.25
KROGER-1061,Kroger,retail,Kroger Site 62,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,385.47,0.25
KROGER-1062,Kroger,retail,Kroger Site 63,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,869.13,0.25
KROGER-1062,Kroger,retail,Kroger Site 63,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,869.13,0.25
KROGER-1062,Kroger,retail,Kroger Site 63,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,869.13,0.25
KROGER-1062,Kroger,retail,Kroger Site 63,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,869.13,0.25
KROGER-1063,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1952.98,0.25
KROGER-1063,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1952.98,0.25
KROGER-1063,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1952.98,0.25
KROGER-1063,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1952.98,0.25
KROGER-1064,Kroger,retail,Kroger Site 65,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,764.92,0.25
KROGER-1064,Kroger,retail,Kroger Site 65,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,764.92,0.25
KROGER-1064,Kroger,retail,Kroger Site 65,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,764.92,0.25
KROGER-1064,Kroger,retail,Kroger Site 65,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,764.92,0.25
KROGER-1065,Kroger,retail,Kroger Site 66,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,386.21,0.0
KROGER-1066,Kroger,retail,Kroger Site 67,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,342.02,0.0
KROGER-1067,Kroger,retail,Kroger Site 68,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,362.24,0.0
KROGER-1068,Kroger,retail,Kroger Site 69,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,794.12,0.25
KROGER-1068,Kroger,retail,Kroger Site 69,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,794.12,0.25
KROGER-1068,Kroger,retail,Kroger Site 69,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,794.12,0.25
KROGER-1068,Kroger,retail,Kroger Site 69,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,794.12,0.25
KROGER-1069,Kroger,retail,Kroger Site 70,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,534.5,0.25
KROGER-1069,Kroger,retail,Kroger Site 70,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,534.5,0.25
KROGER-1069,Kroger,retail,Kroger Site 70,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,534.5,0.25
KROGER-1069,Kroger,retail,Kroger Site 70,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,534.5,0.25
KROGER-1070,Kroger,retail,Kroger Site 71,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1783.36,0.25
KROGER-1070,Kroger,retail,Kroger Site 71,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1783.36,0.25
KROGER-1070,Kroger,retail,Kroger Site 71,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1783.36,0.25
KROGER-1070,Kroger,retail,Kroger Site 71,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1783.36,0.25
KROGER-1071,Kroger,retail,Kroger Site 72,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,800.42,0.25
KROGER-1071,Kroger,retail,Kroger Site 72,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,800.42,0.25
KROGER-1071,Kroger,retail,Kroger Site 72,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,800.42,0.25
KROGER-1071,Kroger,retail,Kroger Site 72,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,800.42,0.25
KROGER-1072,Kroger,retail,Kroger Site 73,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,575.81,0.0
KROGER-1073,Kroger,retail,Kroger Site 74,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1736.32,0.25
KROGER-1073,Kroger,retail,Kroger Site 74,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1736.32,0.25
KROGER-1073,Kroger,retail,Kroger Site 74,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1736.32,0.25
KROGER-1073,Kroger,retail,Kroger Site 74,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1736.32,0.25
KROGER-1074,Kroger,retail,Kroger Site 75,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1787.93,0.25
