device_id,event_date,event_type,order_id_linked,toner_color,notes
KROGER-1107,2025-05-15,TONER_REPLACED,O0000226,BK,
KROGER-1108,2024-12-19,TONER_REPLACED,O0000228,BK,
KROGER-1108,2025-04-01,TONER_REPLACED,O0000229,BK,
KROGER-1108,2025-07-20,TONER_REPLACED,O0000230,BK,
KROGER-1109,2025-07-26,TONER_REPLACED,O0000232,BK,
KROGER-1110,2025-07-03,TONER_REPLACED,O0000233,BK,
KROGER-1111,2025-05-02,TONER_REPLACED,O0000235,BK,
KROGER-1112,2025-02-19,TONER_REPLACED,O0000236,BK,
KROGER-1112,2025-08-23,TONER_REPLACED,O0000238,BK,
KROGER-1113,2025-03-02,TONER_REPLACED,O0000240,BK,
KROGER-1115,2025-05-13,TONER_REPLACED,O0000249,BK,
KROGER-1116,2025-06-28,TONER_REPLACED,O0000250,BK,
KROGER-1117,2025-08-21,TONER_REPLACED,O0000251,BK,
KROGER-1118,2025-07-17,TONER_REPLACED,O0000253,BK,
KROGER-1119,2025-01-06,TONER_REPLACED,O0000254,BK,
KROGER-1119,2025-05-28,TONER_REPLACED,O0000256,BK,
KROGER-1120,2025-07-21,TONER_REPLACED,O0000257,BK,
KROGER-1122,2025-04-17,TONER_REPLACED,O0000258,BK,
KROGER-1123,2025-05-20,TONER_REPLACED,O0000260,BK,
KROGER-1124,2025-05-03,TONER_REPLACED,O0000263,BK,
KROGER-1125,2025-03-11,TONER_REPLACED,O0000264,BK,
KROGER-1126,2025-04-03,TONER_REPLACED,O0000265,BK,
KROGER-1127,2025-04-21,TONER_REPLACED,O0000266,BK,
KROGER-1128,2025-02-21,TONER_REPLACED,O0000267,BK,
KROGER-1128,2025-08-26,TONER_REPLACED,O0000268,BK,
KROGER-1129,2025-04-28,TONER_REPLACED,O0000269,BK,
KROGER-1130,2025-07-11,TONER_REPLACED,O0000273,BK,
KROGER-1131,2025-07-18,TONER_REPLACED,O0000275,BK,
KROGER-1132,2025-08-18,TONER_REPLACED,O0000276,BK,
KROGER-1133,2025-03-28,TONER_REPLACED,O0000278,BK,
KROGER-1136,2025-05-25,TONER_REPLACED,O0000283,BK,
KROGER-1139,2025-03-20,TONER_REPLACED,O0000286,BK,
KROGER-1141,2025-03-04,TONER_REPLACED,O0000289,BK,
KROGER-1142,2025-06-25,TONER_REPLACED,O0000292,BK,
KROGER-1145,2025-06-24,TONER_REPLACED,O0000297,BK,
KROGER-1146,2025-08-09,TONER_REPLACED,O0000301,BK,
KROGER-1147,2025-08-07,TONER_REPLACED,O0000303,BK,
KROGER-1148,2025-05-23,TONER_REPLACED,O0000305,BK,
KROGER-1150,2025-06-03,TONER_REPLACED,O0000309,BK,
KROGER-1152,2025-07-23,TONER_REPLACED,O0000313,BK,
KROGER-1153,2025-04-15,TONER_REPLACED,O0000314,BK,
KROGER-1154,2025-03-10,TONER_REPLACED,O0000315,BK,
KROGER-1155,2025-01-07,TONER_REPLACED,O0000320,BK,
KROGER-1155,2025-05-17,TONER_REPLACED,O0000321,BK,
KROGER-1157,2025-02-12,TONER_REPLACED,O0000323,BK,
KROGER-1157,2025-07-30,TONER_REPLACED,O0000324,BK,
KROGER-1158,2025-02-01,TONER_REPLACED,O0000325,BK,
KROGER-1158,2025-07-18,TONER_REPLACED,O0000327,BK,
KROGER-1159,2025-02-19,TONER_REPLACED,O0000328,BK,
KROGER-1159,2025-08-26,TONER_REPLACED,O0000329,BK,
KROGER-1161,2025-04-13,TONER_REPLACED,O0000330,BK,
KROGER-1162,2025-01-14,TONER_REPLACED,O0000331,BK,
KROGER-1162,2025-06-14,TONER_REPLACED,O0000332,BK,
KROGER-1164,2025-04-16,TONER_REPLACED,O0000338,BK,
KROGER-1165,2025-01-15,TONER_REPLACED,O0000339,BK,
KROGER-1165,2025-06-17,TONER_REPLACED,O0000343,BK,
KROGER-1167,2025-04-28,TONER_REPLACED,O0000344,BK,
KROGER-1170,2025-08-05,TONER_REPLACED,O0000349,BK,
KROGER-1171,2025-05-07,TONER_REPLACED,O0000352,BK,
KROGER-1172,2025-07-16,TONER_REPLACED,O0000353,BK,
KROGER-1173,2025-02-27,TONER_REPLACED,O0000354,BK,
KROGER-1174,2025-08-29,TONER_REPLACED,O0000359,BK,
KROGER-1175,2025-07-18,TONER_REPLACED,O0000360,BK,
KROGER-1176,2025-01-22,TONER_REPLACED,O0000361,BK,
KROGER-1176,2025-06-26,TONER_REPLACED,O0000362,BK,
KROGER-1177,2025-04-28,TONER_REPLACED,O0000363,BK,
KROGER-1179,2025-03-29,TONER_REPLACED,O0000365,BK,
KROGER-1181,2025-04-23,TONER_REPLACED,O0000372,BK,
KROGER-1182,2025-05-23,TONER_REPLACED,O0000374,BK,
KROGER-1183,2025-02-10,TONER_REPLACED,O0000375,BK,
KROGER-1183,2025-08-01,TONER_REPLACED,O0000376,BK,
KROGER-1184,2025-05-25,TONER_REPLACED,O0000379,BK,
KROGER-1187,2025-03-23,TONER_REPLACED,O0000380,BK,
KROGER-1188,2025-06-26,TONER_REPLACED,O0000385,BK,
KROGER-1189,2025-02-07,TONER_REPLACED,O0000386,BK,
KROGER-1189,2025-07-31,TONER_REPLACED,O0000387,BK,
KROGER-1190,2025-06-01,TONER_REPLACED,O0000388,BK,
KROGER-1191,2025-07-23,TONER_REPLACED,O0000390,BK,
KROGER-1192,2025-01-13,TONER_REPLACED,O0000391,BK,
KROGER-1192,2025-06-18,TONER_REPLACED,O0000395,BK,
KROGER-1195,2025-01-09,TONER_REPLACED,O0000396,BK,
KROGER-1195,2025-05-22,TONER_REPLACED,O0000397,BK,
KROGER-1197,2025-04-25,TONER_REPLACED,O0000399,BK,
KROGER-1198,2025-02-19,TONER_REPLACED,O0000400,BK,
KROGER-1198,2025-08-28,TONER_REPLACED,O0000401,BK,
KROGER-1199,2025-06-09,TONER_REPLACED,O0000402,BK,
KROGER-1201,2025-01-23,TONER_REPLACED,O0000403,BK,
KROGER-1201,2025-06-26,TONER_REPLACED,O0000404,BK,
KROGER-1204,2025-07-19,TONER_REPLACED,O0000409,BK,
KROGER-1205,2025-03-06,TONER_REPLACED,O0000411,BK,
KROGER-1206,2025-05-06,TONER_REPLACED,O0000415,BK,
KROGER-1207,2025-04-04,TONER_REPLACED,O0000416,BK,
KROGER-1208,2025-07-21,TONER_REPLACED,O0000418,BK,
KROGER-1209,2025-06-21,TONER_REPLACED,O0000419,BK,
KROGER-1211,2025-07-13,TONER_REPLACED,O0000424,BK,
KROGER-1212,2025-04-18,TONER_REPLACED,O0000425,BK,
KROGER-1213,2025-05-24,TONER_REPLACED,O0000428,BK,
KROGER-1214,2025-03-03,TONER_REPLACED,O0000429,BK,
KROGER-1215,2025-08-23,TONER_REPLACED,O0000431,BK,
KROGER-1216,2025-08-18,TONER_REPLACED,O0000434,BK,
KROGER-1217,2025-05-24,TONER_REPLACED,O0000435,BK,
KROGER-1218,2025-06-28,TONER_REPLACED,O0000438,BK,
KROGER-1219,2025-04-01,TONER_REPLACED,O0000440,BK,
KROGER-1220,2025-06-03,TONER_REPLACED,O0000441,BK,
KROGER-1221,2024-12-17,TONER_REPLACED,O0000442,BK,
KROGER-1221,2025-04-05,TONER_REPLACED,O0000444,BK,
KROGER-1221,2025-07-25,TONER_REPLACED,O0000447,BK,
KROGER-1222,2025-06-26,TONER_REPLACED,O0000450,BK,
KROGER-1223,2025-06-30,TONER_REPLACED,O0000451,BK,
KROGER-1225,2025-04-20,TONER_REPLACED,O0000455,BK,
KROGER-1226,2025-03-21,TONER_REPLACED,O0000457,BK,
KROGER-1228,2025-06-04,TONER_REPLACED,O0000465,BK,
KROGER-1229,2025-02-13,TONER_REPLACED,O0000466,BK,
KROGER-1229,2025-08-05,TONER_REPLACED,O0000467,BK,
KROGER-1230,2025-06-17,TONER_REPLACED,O0000470,BK,
KROGER-1231,2025-08-12,TONER_REPLACED,O0000471,BK,
KROGER-1232,2025-02-27,TONER_REPLACED,O0000473,BK,
KROGER-1233,2025-05-15,TONER_REPLACED,O0000476,BK,
KROGER-1234,2025-05-12,TONER_REPLACED,O0000477,BK,
KROGER-1235,2025-02-22,TONER_REPLACED,O0000480,BK,
KROGER-1235,2025-08-19,TONER_REPLACED,O0000482,BK,
KROGER-1236,2025-02-20,TONER_REPLACED,O0000483,BK,
KROGER-1236,2025-08-14,TONER_REPLACED,O0000487,BK,
KROGER-1237,2025-05-31,TONER_REPLACED,O0000492,BK,
KROGER-1238,2025-06-20,TONER_REPLACED,O0000494,BK,
KROGER-1239,2025-03-19,TONER_REPLACED,O0000496,BK,
KROGER-1240,2025-06-16,TONER_REPLACED,O0000499,BK,
KROGER-1242,2025-02-07,TONER_REPLACED,O0000501,BK,
KROGER-1242,2025-07-30,TONER_REPLACED,O0000503,BK,
KROGER-1243,2025-06-02,TONER_REPLACED,O0000505,BK,
KROGER-1244,2025-02-15,TONER_REPLACED,O0000506,BK,
KROGER-1244,2025-08-05,TONER_REPLACED,O0000511,BK,
KROGER-1246,2025-02-04,TONER_REPLACED,O0000512,BK,
KROGER-1246,2025-07-26,TONER_REPLACED,O0000516,BK,
KROGER-1248,2025-06-12,TONER_REPLACED,O0000518,BK,
KROGER-1250,2025-07-19,TONER_REPLACED,O0000520,BK,
KROGER-1251,2025-07-03,TONER_REPLACED,O0000521,BK,
KROGER-1252,2025-06-22,TONER_REPLACED,O0000524,BK,
KROGER-1253,2025-03-06,TONER_REPLACED,O0000525,BK,
KROGER-1254,2025-06-19,TONER_REPLACED,O0000528,BK,
KROGER-1255,2025-02-23,TONER_REPLACED,O0000529,BK,
KROGER-1255,2025-08-19,TONER_REPLACED,O0000530,BK,
KROGER-1256,2025-08-05,TONER_REPLACED,O0000532,BK,
KROGER-1258,2025-06-10,TONER_REPLACED,O0000536,BK,
KROGER-1259,2025-02-19,TONER_REPLACED,O0000537,BK,
KROGER-1259,2025-08-21,TONER_REPLACED,O0000539,BK,
KROGER-1260,2025-01-31,TONER_REPLACED,O0000542,BK,
KROGER-1260,2025-07-12,TONER_REPLACED,O0000543,BK,
KROGER-1261,2025-03-13,TONER_REPLACED,O0000544,BK,
KROGER-1263,2025-04-23,TONER_REPLACED,O0000548,BK,
KROGER-1264,2025-01-24,TONER_REPLACED,O0000550,BK,
KROGER-1264,2025-07-05,TONER_REPLACED,O0000552,BK,
KROGER-1265,2025-05-21,TONER_REPLACED,O0000555,BK,
KROGER-1266,2025-08-10,TONER_REPLACED,O0000556,BK,
KROGER-1267,2025-03-19,TONER_REPLACED,O0000557,BK,
KROGER-1268,2025-06-24,TONER_REPLACED,O0000559,BK,
KROGER-1269,2025-04-16,TONER_REPLACED,O0000560,BK,
KROGER-1270,2025-06-03,TONER_REPLACED,O0000561,BK,
KROGER-1271,2025-01-04,TONER_REPLACED,O0000562,BK,
KROGER-1271,2025-05-05,TONER_REPLACED,O0000566,BK,
KROGER-1272,2025-03-04,TONER_REPLACED,O0000567,BK,
KROGER-1274,2025-03-31,TONER_REPLACED,O0000576,BK,
KROGER-1275,2025-03-17,TONER_REPLACED,O0000577,BK,
KROGER-1276,2025-07-02,TONER_REPLACED,O0000584,BK,
KROGER-1277,2025-06-11,TONER_REPLACED,O0000586,BK,
KROGER-1279,2025-02-02,TONER_REPLACED,O0000587,BK,
KROGER-1279,2025-07-07,TONER_REPLACED,O0000590,BK,
KROGER-1280,2025-07-02,TONER_REPLACED,O0000592,BK,
KROGER-1283,2025-06-27,TONER_REPLACED,O0000594,BK,
KROGER-1284,2025-04-09,TONER_REPLACED,O0000595,BK,
KROGER-1285,2025-06-10,TONER_REPLACED,O0000596,BK,
KROGER-1286,2025-04-11,TONER_REPLACED,O0000597,BK,
KROGER-1289,2025-03-02,TONER_REPLACED,O0000601,BK,
KROGER-1290,2025-04-08,TONER_REPLACED,O0000603,BK,
KROGER-1291,2025-06-07,TONER_REPLACED,O0000606,BK,
KROGER-1292,2025-01-25,TONER_REPLACED,O0000607,BK,
KROGER-1292,2025-07-03,TONER_REPLACED,O0000609,BK,
KROGER-1294,2025-07-27,TONER_REPLACED,O0000618,BK,
KROGER-1295,2025-02-15,TONER_REPLACED,O0000620,BK,
KROGER-1295,2025-08-15,TONER_REPLACED,O0000621,BK,
KROGER-1296,2025-01-20,TONER_REPLACED,O0000622,BK,
KROGER-1296,2025-06-22,TONER_REPLACED,O0000624,BK,
KROGER-1297,2025-04-23,TONER_REPLACED,O0000627,BK,
KROGER-1298,2025-01-17,TONER_REPLACED,O0000629,BK,
KROGER-1298,2025-06-13,TONER_REPLACED,O0000633,BK,
KROGER-1299,2025-08-23,TONER_REPLACED,O0000634,BK,
LEX-1300,2025-03-09,TONER_REPLACED,O0000638,BK,
LEX-1300,2025-08-22,TONER_REPLACED,O0000639,BK,
LEX-1301,2025-04-27,TONER_REPLACED,O0000640,BK,
LEX-1303,2025-03-09,TONER_REPLACED,O0000641,BK,
LEX-1304,2025-02-02,TONER_REPLACED,O0000643,BK,
LEX-1304,2025-07-01,TONER_REPLACED,O0000645,BK,
LEX-1305,2025-05-20,TONER_REPLACED,O0000647,BK,
LEX-1306,2025-04-15,TONER_REPLACED,O0000648,BK,
LEX-1307,2025-01-12,TONER_REPLACED,O0000649,BK,
LEX-1307,2025-06-13,TONER_REPLACED,O0000651,BK,
LEX-1310,2025-06-17,TONER_REPLACED,O0000652,BK,
LEX-1311,2025-08-19,TONER_REPLACED,O0000653,BK,
LEX-1312,2025-01-06,TONER_REPLACED,O0000654,BK,
LEX-1312,2025-05-23,TONER_REPLACED,O0000655,BK,
LEX-1313,2025-03-27,TONER_REPLACED,O0000656,BK,
LEX-1314,2025-07-16,TONER_REPLACED,O0000657,BK,
LEX-1315,2025-06-16,TONER_REPLACED,O0000658,BK,
LEX-1316,2024-11-16,TONER_REPLACED,O0000659,BK,
LEX-1316,2025-01-20,TONER_REPLACED,O0000660,BK,
LEX-1316,2025-04-01,TONER_REPLACED,O0000661,BK,
LEX-1316,2025-06-17,TONER_REPLACED,O0000662,BK,
LEX-1316,2025-08-27,TONER_REPLACED,O0000663,BK,
LEX-1317,2025-07-12,TONER_REPLACED,O0000664,BK,
LEX-1318,2025-08-04,TONER_REPLACED,O0000665,BK,
LEX-1319,2025-04-05,TONER_REPLACED,O0000666,BK,
LEX-1320,2025-03-04,TONER_REPLACED,O0000667,BK,
LEX-1320,2025-08-31,TONER_REPLACED,O0000668,BK,
LEX-1321,2025-03-22,TONER_REPLACED,O0000669,BK,
LEX-1322,2025-08-24,TONER_REPLACED,O0000670,BK,
LEX-1324,2025-02-04,TONER_REPLACED,O0000671,BK,
LEX-1324,2025-07-07,TONER_REPLACED,O0000672,BK,
LEX-1325,2025-05-12,TONER_REPLACED,O0000673,BK,
LEX-1327,2025-01-31,TONER_REPLACED,O0000674,BK,
LEX-1327,2025-06-29,TONER_REPLACED,O0000675,BK,
LEX-1328,2025-02-18,TONER_REPLACED,O0000676,BK,
LEX-1328,2025-08-05,TONER_REPLACED,O0000677,BK,
LEX-1329,2025-05-26,TONER_REPLACED,O0000678,BK,
LEX-1330,2025-04-17,TONER_REPLACED,O0000679,BK,
LEX-1331,2025-04-04,TONER_REPLACED,O0000680,BK,
LEX-1332,2025-07-16,TONER_REPLACED,O0000682,BK,
LEX-1334,2025-03-07,TONER_REPLACED,O0000683,BK,
LEX-1334,2025-08-31,TONER_REPLACED,O0000684,BK,
LEX-1336,2025-03-14,TONER_REPLACED,O0000685,BK,
LEX-1338,2025-03-31,TONER_REPLACED,O0000688,BK,
LEX-1339,2025-05-20,TONER_REPLACED,O0000689,BK,
LEX-1340,2025-01-01,TONER_REPLACED,O0000690,BK,
LEX-1340,2025-05-02,TONER_REPLACED,O0000691,BK,
LEX-1340,2025-08-31,TONER_REPLACED,O0000692,BK,
LEX-1341,2025-07-27,TONER_REPLACED,O0000694,BK,
LEX-1343,2025-07-17,TONER_REPLACED,O0000696,BK,
LEX-1344,2025-08-25,TONER_REPLACED,O0000698,BK,
LEX-1345,2025-07-02,TONER_REPLACED,O0000699,BK,
LEX-1346,2025-03-27,TONER_REPLACED,O0000700,BK,
LEX-1347,2025-02-20,TONER_REPLACED,O0000701,BK,
LEX-1347,2025-08-05,TONER_REPLACED,O0000702,BK,
LEX-1348,2024-12-22,TONER_REPLACED,O0000704,BK,
LEX-1348,2025-04-13,TONER_REPLACED,O0000705,BK,
LEX-1348,2025-08-12,TONER_REPLACED,O0000706,BK,
LEX-1349,2025-07-26,TONER_REPLACED,O0000707,BK,
LEX-1350,2024-12-03,TONER_REPLACED,O0000708,BK,
LEX-1350,2025-02-20,TONER_REPLACED,O0000709,BK,
LEX-1350,2025-05-17,TONER_REPLACED,O0000710,BK,
LEX-1350,2025-08-05,TONER_REPLACED,O0000712,BK,
LEX-1351,2024-12-01,TONER_REPLACED,O0000713,BK,
LEX-1351,2025-02-24,TONER_REPLACED,O0000716,BK,
LEX-1351,2025-05-18,TONER_REPLACED,O0000717,BK,
LEX-1351,2025-08-08,TONER_REPLACED,O0000720,BK,
LEX-1352,2025-05-31,TONER_REPLACED,O0000721,BK,
LEX-1354,2025-04-19,TONER_REPLACED,O0000723,BK,
LEX-1355,2025-04-19,TONER_REPLACED,O0000725,BK,
LEX-1357,2025-04-28,TONER_REPLACED,O0000727,BK,
LEX-1358,2025-04-11,TONER_REPLACED,O0000728,BK,
LEX-1359,2025-06-18,TONER_REPLACED,O0000729,BK,
LEX-1360,2025-03-15,TONER_REPLACED,O0000730,BK,
LEX-1361,2025-01-07,TONER_REPLACED,O0000733,BK,
LEX-1361,2025-05-25,TONER_REPLACED,O0000734,BK,
LEX-1362,2025-06-07,TONER_REPLACED,O0000735,BK,
LEX-1363,2025-03-09,TONER_REPLACED,O0000736,BK,
LEX-1364,2025-07-14,TONER_REPLACED,O0000737,BK,
LEX-1365,2025-06-21,TONER_REPLACED,O0000738,BK,
LEX-1366,2025-04-18,TONER_REPLACED,O0000739,BK,
LEX-1367,2025-02-07,TONER_REPLACED,O0000740,BK,
LEX-1367,2025-07-17,TONER_REPLACED,O0000742,BK,
LEX-1368,2025-07-03,TONER_REPLACED,O0000743,BK,
LEX-1370,2025-03-14,TONER_REPLACED,O0000744,BK,
LEX-1372,2025-03-21,TONER_REPLACED,O0000745,BK,
LEX-1373,2024-12-20,TONER_REPLACED,O0000747,BK,
LEX-1373,2025-04-01,TONER_REPLACED,O0000748,BK,
LEX-1373,2025-07-25,TONER_REPLACED,O0000749,BK,
LEX-1374,2025-03-21,TONER_REPLACED,O0000750,BK,
LEX-1375,2025-08-29,TONER_REPLACED,O0000751,BK,
LEX-1377,2024-12-30,TONER_REPLACED,O0000752,BK,
LEX-1377,2025-05-03,TONER_REPLACED,O0000753,BK,
LEX-1378,2025-04-05,TONER_REPLACED,O0000755,BK,
LEX-1379,2025-03-03,TONER_REPLACED,O0000756,BK,
LEX-1379,2025-08-27,TONER_REPLACED,O0000757,BK,
TAXIFY-1380,2025-03-09,TONER_REPLACED,O0000758,BK,
TAXIFY-1381,2025-04-28,TONER_REPLACED,O0000763,BK,
TAXIFY-1382,2025-04-30,TONER_REPLACED,O0000764,BK,
TAXIFY-1386,2025-04-29,TONER_REPLACED,O0000765,BK,
TAXIFY-1387,2025-04-30,TONER_REPLACED,O0000766,BK,
TAXIFY-1388,2025-03-08,TONER_REPLACED,O0000767,BK,
TAXIFY-1388,2025-08-15,TONER_REPLACED,O0000768,BK,
TAXIFY-1389,2025-05-04,TONER_REPLACED,O0000769,BK,
TAXIFY-1390,2025-03-24,TONER_REPLACED,O0000770,BK,
TAXIFY-1391,2025-02-20,TONER_REPLACED,O0000771,BK,
TAXIFY-1391,2025-05-21,TONER_REPLACED,O0000772,BK,
TAXIFY-1392,2025-06-08,TONER_REPLACED,O0000773,BK,
TAXIFY-1393,2025-04-27,TONER_REPLACED,O0000774,BK,
TAXIFY-1395,2025-03-05,TONER_REPLACED,O0000775,BK,
TAXIFY-1395,2025-07-01,TONER_REPLACED,O0000776,BK,
TAXIFY-1396,2025-04-07,TONER_REPLACED,O0000777,BK,
TAXIFY-1397,2025-03-09,TONER_REPLACED,O0000778,BK,
TAXIFY-1397,2025-07-26,TONER_REPLACED,O0000779,BK,
TAXIFY-1398,2025-02-07,TONER_REPLACED,O0000780,BK,
